# Two Dipoles. Viscous opposite moments. $\\Reyn=4$, $x(0)=3$
# Commit: 2026-06-04-2-g5a5da60-dirty
# KinematicViscosity: 0.25
# TauMode: ConstPi32 τ = 1/π^(3/2)
# Date: 2026-06-10 04:21:57
time,d1_rx,d1_mx,d2_rx,d2_mx,sum_zeta_square
0.000000,0.000000,1.000000,3.000000,-1.000000,2.000000
0.100000,0.011376,1.000592,2.988624,-1.000592,2.002368
0.200000,0.022746,1.001202,2.977254,-1.001202,2.004811
0.300000,0.034107,1.001831,2.965893,-1.001831,2.007331
0.400000,0.045460,1.002480,2.954540,-1.002480,2.009931
0.500000,0.056805,1.003149,2.943195,-1.003149,2.012615
0.600000,0.068142,1.003839,2.931858,-1.003839,2.015385
0.700000,0.079469,1.004551,2.920531,-1.004551,2.018244
0.800000,0.090787,1.005285,2.909213,-1.005285,2.021196
0.900000,0.102095,1.006043,2.897905,-1.006043,2.024244
1.000000,0.113393,1.006824,2.886607,-1.006824,2.027390
1.100000,0.124681,1.007631,2.875319,-1.007631,2.030640
1.200000,0.135957,1.008463,2.864043,-1.008463,2.033995
1.300000,0.147222,1.009322,2.852778,-1.009322,2.037460
1.400000,0.158475,1.010208,2.841525,-1.010208,2.041039
1.500000,0.169715,1.011122,2.830285,-1.011122,2.044735
1.600000,0.180942,1.012065,2.819058,-1.012065,2.048552
1.700000,0.192155,1.013038,2.807845,-1.013038,2.052494
1.800000,0.203354,1.014043,2.796646,-1.014043,2.056565
1.900000,0.214537,1.015078,2.785463,-1.015078,2.060769
2.000000,0.225705,1.016147,2.774295,-1.016147,2.065110
2.100000,0.236855,1.017249,2.763145,-1.017249,2.069592
2.200000,0.247989,1.018386,2.752011,-1.018386,2.074219
2.300000,0.259103,1.019558,2.740897,-1.019558,2.078995
2.400000,0.270199,1.020766,2.729801,-1.020766,2.083925
2.500000,0.281274,1.022011,2.718726,-1.022011,2.089013
2.600000,0.292327,1.023294,2.707673,-1.023294,2.094261
2.700000,0.303359,1.024616,2.696641,-1.024616,2.099675
2.800000,0.314366,1.025977,2.685634,-1.025977,2.105257
2.900000,0.325349,1.027378,2.674651,-1.027378,2.111013
3.000000,0.336305,1.028821,2.663695,-1.028821,2.116944
3.100000,0.347234,1.030304,2.652766,-1.030304,2.123054
3.200000,0.358134,1.031830,2.641866,-1.031830,2.129347
3.300000,0.369004,1.033399,2.630996,-1.033399,2.135826
3.400000,0.379842,1.035010,2.620158,-1.035010,2.142492
3.500000,0.390646,1.036665,2.609354,-1.036665,2.149348
3.600000,0.401415,1.038363,2.598585,-1.038363,2.156396
3.700000,0.412146,1.040105,2.587854,-1.040105,2.163638
3.800000,0.422839,1.041891,2.577161,-1.041891,2.171074
3.900000,0.433491,1.043720,2.566509,-1.043720,2.178705
4.000000,0.444100,1.045593,2.555900,-1.045593,2.186530
4.100000,0.454664,1.047509,2.545336,-1.047509,2.194550
4.200000,0.465181,1.049467,2.534819,-1.049467,2.202763
4.300000,0.475648,1.051467,2.524352,-1.051467,2.211167
4.400000,0.486064,1.053508,2.513936,-1.053508,2.219760
4.500000,0.496426,1.055589,2.503574,-1.055589,2.228537
4.600000,0.506732,1.057709,2.493268,-1.057709,2.237495
4.700000,0.516978,1.059865,2.483022,-1.059865,2.246629
4.800000,0.527164,1.062058,2.472836,-1.062058,2.255933
4.900000,0.537285,1.064284,2.462715,-1.064284,2.265399
5.000000,0.547339,1.066541,2.452661,-1.066541,2.275020
5.100000,0.557325,1.068828,2.442675,-1.068828,2.284787
5.200000,0.567238,1.071142,2.432762,-1.071142,2.294689
5.300000,0.577076,1.073479,2.422924,-1.073479,2.304715
5.400000,0.586838,1.075838,2.413162,-1.075838,2.314854
5.500000,0.596519,1.078214,2.403481,-1.078214,2.325091
5.600000,0.606117,1.080605,2.393883,-1.080605,2.335412
5.700000,0.615629,1.083006,2.384371,-1.083006,2.345802
5.800000,0.625053,1.085413,2.374947,-1.085413,2.356243
5.900000,0.634387,1.087823,2.365613,-1.087823,2.366717
6.000000,0.643626,1.090231,2.356374,-1.090231,2.377206
6.100000,0.652769,1.092632,2.347231,-1.092632,2.387688
6.200000,0.661813,1.095021,2.338187,-1.095021,2.398143
6.300000,0.670756,1.097394,2.329244,-1.097394,2.408548
6.400000,0.679596,1.099745,2.320404,-1.099745,2.418879
6.500000,0.688329,1.102069,2.311671,-1.102069,2.429113
6.600000,0.696953,1.104361,2.303047,-1.104361,2.439224
6.700000,0.705468,1.106613,2.294532,-1.106613,2.449186
6.800000,0.713869,1.108822,2.286131,-1.108822,2.458973
6.900000,0.722157,1.110981,2.277843,-1.110981,2.468557
7.000000,0.730327,1.113084,2.269673,-1.113084,2.477910
7.100000,0.738380,1.115124,2.261620,-1.115124,2.487004
7.200000,0.746313,1.117097,2.253687,-1.117097,2.495810
7.300000,0.754125,1.118995,2.245875,-1.118995,2.504300
7.400000,0.761815,1.120813,2.238185,-1.120813,2.512445
7.500000,0.769381,1.122545,2.230619,-1.122545,2.520216
7.600000,0.776822,1.124185,2.223178,-1.124185,2.527583
7.700000,0.784137,1.125726,2.215863,-1.125726,2.534520
7.800000,0.791326,1.127164,2.208674,-1.127164,2.540997
7.900000,0.798388,1.128492,2.201612,-1.128492,2.546987
8.000000,0.805323,1.129704,2.194677,-1.129704,2.552463
8.100000,0.812129,1.130796,2.187871,-1.130796,2.557399
8.200000,0.818808,1.131762,2.181192,-1.131762,2.561770
8.300000,0.825358,1.132597,2.174642,-1.132597,2.565551
8.400000,0.831780,1.133296,2.168220,-1.133296,2.568720
8.500000,0.838073,1.133855,2.161927,-1.133855,2.571253
8.600000,0.844239,1.134269,2.155761,-1.134269,2.573131
8.700000,0.850277,1.134534,2.149723,-1.134534,2.574334
8.800000,0.856188,1.134646,2.143812,-1.134646,2.574843
8.900000,0.861973,1.134602,2.138027,-1.134602,2.574643
9.000000,0.867632,1.134398,2.132368,-1.134398,2.573718
9.100000,0.873166,1.134032,2.126834,-1.134032,2.572055
9.200000,0.878576,1.133500,2.121424,-1.133500,2.569643
9.300000,0.883862,1.132800,2.116138,-1.132800,2.566471
9.400000,0.889027,1.131930,2.110973,-1.131930,2.562531
9.500000,0.894071,1.130888,2.105929,-1.130888,2.557817
9.600000,0.898994,1.129674,2.101006,-1.129674,2.552324
9.700000,0.903799,1.128284,2.096201,-1.128284,2.546049
9.800000,0.908487,1.126719,2.091513,-1.126719,2.538991
9.900000,0.913059,1.124978,2.086941,-1.124978,2.531150
10.000000,0.917516,1.123060,2.082484,-1.123060,2.522529
10.100000,0.921860,1.120966,2.078140,-1.120966,2.513131
10.200000,0.926092,1.118696,2.073908,-1.118696,2.502961
10.300000,0.930214,1.116250,2.069786,-1.116250,2.492028
10.400000,0.934227,1.113629,2.065773,-1.113629,2.480339
10.500000,0.938134,1.110834,2.061866,-1.110834,2.467906
10.600000,0.941934,1.107867,2.058066,-1.107867,2.454738
10.700000,0.945631,1.104728,2.054369,-1.104728,2.440850
10.800000,0.949225,1.101421,2.050775,-1.101421,2.426255
10.900000,0.952719,1.097946,2.047281,-1.097946,2.410970
11.000000,0.956113,1.094306,2.043887,-1.094306,2.395010
11.100000,0.959410,1.090503,2.040590,-1.090503,2.378394
11.200000,0.962611,1.086540,2.037389,-1.086540,2.361140
11.300000,0.965717,1.082420,2.034283,-1.082420,2.343268
11.400000,0.968731,1.078146,2.031269,-1.078146,2.324799
11.500000,0.971654,1.073721,2.028346,-1.073721,2.305753
11.600000,0.974487,1.069148,2.025513,-1.069148,2.286153
11.700000,0.977232,1.064430,2.022768,-1.064430,2.266021
11.800000,0.979891,1.059571,2.020109,-1.059571,2.245381
11.900000,0.982465,1.054575,2.017535,-1.054575,2.224256
12.000000,0.984956,1.049445,2.015044,-1.049445,2.202670
12.100000,0.987365,1.044186,2.012635,-1.044186,2.180648
12.200000,0.989694,1.038801,2.010306,-1.038801,2.158213
12.300000,0.991944,1.033294,2.008056,-1.033294,2.135391
12.400000,0.994117,1.027669,2.005883,-1.027669,2.112206
12.500000,0.996215,1.021930,2.003785,-1.021930,2.088683
12.600000,0.998238,1.016083,2.001762,-1.016083,2.064847
12.700000,1.000187,1.010129,1.999813,-1.010129,2.040723
12.800000,1.002066,1.004075,1.997934,-1.004075,2.016334
12.900000,1.003874,0.997924,1.996126,-0.997924,1.991706
13.000000,1.005613,0.991681,1.994387,-0.991681,1.966863
13.100000,1.007285,0.985349,1.992715,-0.985349,1.941827
13.200000,1.008891,0.978934,1.991109,-0.978934,1.916623
13.300000,1.010432,0.972439,1.989568,-0.972439,1.891273
13.400000,1.011909,0.965868,1.988091,-0.965868,1.865801
13.500000,1.013324,0.959226,1.986676,-0.959226,1.840228
13.600000,1.014678,0.952517,1.985322,-0.952517,1.814576
13.700000,1.015972,0.945745,1.984028,-0.945745,1.788866
13.800000,1.017207,0.938914,1.982793,-0.938914,1.763119
13.900000,1.018384,0.932028,1.981616,-0.932028,1.737354
14.000000,1.019505,0.925092,1.980495,-0.925092,1.711591
14.100000,1.020571,0.918109,1.979429,-0.918109,1.685850
14.200000,1.021582,0.911084,1.978418,-0.911084,1.660147
14.300000,1.022541,0.904019,1.977459,-0.904019,1.634501
14.400000,1.023447,0.896919,1.976553,-0.896919,1.608928
14.500000,1.024301,0.889788,1.975699,-0.889788,1.583445
14.600000,1.025106,0.882629,1.974894,-0.882629,1.558067
14.700000,1.025862,0.875446,1.974138,-0.875446,1.532810
14.800000,1.026570,0.868242,1.973430,-0.868242,1.507687
14.900000,1.027230,0.861020,1.972770,-0.861020,1.482713
15.000000,1.027844,0.853785,1.972156,-0.853785,1.457899
15.100000,1.028413,0.846540,1.971587,-0.846540,1.433258
15.200000,1.028938,0.839286,1.971062,-0.839286,1.408803
15.300000,1.029419,0.832029,1.970581,-0.832029,1.384544
15.400000,1.029857,0.824770,1.970143,-0.824770,1.360490
15.500000,1.030253,0.817512,1.969747,-0.817512,1.336653
15.600000,1.030609,0.810260,1.969391,-0.810260,1.313041
15.700000,1.030924,0.803014,1.969076,-0.803014,1.289663
15.800000,1.031200,0.795778,1.968800,-0.795778,1.266527
15.900000,1.031438,0.788555,1.968562,-0.788555,1.243639
16.000000,1.031638,0.781347,1.968362,-0.781347,1.221007
16.100000,1.031801,0.774157,1.968199,-0.774157,1.198637
16.200000,1.031927,0.766986,1.968073,-0.766986,1.176534
16.300000,1.032018,0.759837,1.967982,-0.759837,1.154704
16.400000,1.032074,0.752712,1.967926,-0.752712,1.133152
16.500000,1.032096,0.745614,1.967904,-0.745614,1.111881
16.600000,1.032085,0.738544,1.967915,-0.738544,1.090895
16.700000,1.032041,0.731505,1.967959,-0.731505,1.070198
16.800000,1.031965,0.724497,1.968035,-0.724497,1.049792
16.900000,1.031857,0.717524,1.968143,-0.717524,1.029680
17.000000,1.031719,0.710586,1.968281,-0.710586,1.009864
17.100000,1.031551,0.703685,1.968449,-0.703685,0.990345
17.200000,1.031353,0.696823,1.968647,-0.696823,0.971124
17.300000,1.031126,0.690001,1.968874,-0.690001,0.952203
17.400000,1.030871,0.683221,1.969129,-0.683221,0.933582
17.500000,1.030589,0.676484,1.969411,-0.676484,0.915260
17.600000,1.030279,0.669791,1.969721,-0.669791,0.897239
17.700000,1.029942,0.663143,1.970058,-0.663143,0.879517
17.800000,1.029580,0.656541,1.970420,-0.656541,0.862093
17.900000,1.029192,0.649988,1.970808,-0.649988,0.844968
18.000000,1.028780,0.643482,1.971220,-0.643482,0.828139
18.100000,1.028343,0.637027,1.971657,-0.637027,0.811606
18.200000,1.027882,0.630621,1.972118,-0.630621,0.795366
18.300000,1.027398,0.624267,1.972602,-0.624267,0.779418
18.400000,1.026891,0.617964,1.973109,-0.617964,0.763759
18.500000,1.026361,0.611714,1.973639,-0.611714,0.748388
18.600000,1.025810,0.605517,1.974190,-0.605517,0.733302
18.700000,1.025238,0.599374,1.974762,-0.599374,0.718498
18.800000,1.024645,0.593285,1.975355,-0.593285,0.703974
18.900000,1.024031,0.587251,1.975969,-0.587251,0.689727
19.000000,1.023397,0.581272,1.976603,-0.581272,0.675754
19.100000,1.022744,0.575349,1.977256,-0.575349,0.662052
19.200000,1.022072,0.569481,1.977928,-0.569481,0.648618
19.300000,1.021381,0.563670,1.978619,-0.563670,0.635448
19.400000,1.020672,0.557915,1.979328,-0.557915,0.622539
19.500000,1.019946,0.552217,1.980054,-0.552217,0.609888
19.600000,1.019202,0.546576,1.980798,-0.546576,0.597491
19.700000,1.018441,0.540992,1.981559,-0.540992,0.585344
19.800000,1.017664,0.535465,1.982336,-0.535465,0.573445
19.900000,1.016870,0.529995,1.983130,-0.529995,0.561789
20.000000,1.016061,0.524582,1.983939,-0.524582,0.550373
20.100000,1.015237,0.519227,1.984763,-0.519227,0.539192
20.200000,1.014397,0.513928,1.985603,-0.513928,0.528244
20.300000,1.013543,0.508687,1.986457,-0.508687,0.517525
20.400000,1.012675,0.503503,1.987325,-0.503503,0.507030
20.500000,1.011793,0.498375,1.988207,-0.498375,0.496756
20.600000,1.010898,0.493305,1.989102,-0.493305,0.486700
20.700000,1.009989,0.488291,1.990011,-0.488291,0.476856
20.800000,1.009068,0.483333,1.990932,-0.483333,0.467223
20.900000,1.008134,0.478432,1.991866,-0.478432,0.457795
21.000000,1.007188,0.473587,1.992812,-0.473587,0.448569
21.100000,1.006230,0.468797,1.993770,-0.468797,0.439542
21.200000,1.005261,0.464063,1.994739,-0.464063,0.430709
21.300000,1.004281,0.459384,1.995719,-0.459384,0.422068
21.400000,1.003289,0.454760,1.996711,-0.454760,0.413613
21.500000,1.002288,0.450190,1.997712,-0.450190,0.405343
21.600000,1.001276,0.445675,1.998724,-0.445675,0.397252
21.700000,1.000254,0.441213,1.999746,-0.441213,0.389339
21.800000,0.999223,0.436805,2.000777,-0.436805,0.381598
21.900000,0.998182,0.432450,2.001818,-0.432450,0.374027
22.000000,0.997133,0.428148,2.002867,-0.428148,0.366622
22.100000,0.996074,0.423898,2.003926,-0.423898,0.359379
22.200000,0.995007,0.419700,2.004993,-0.419700,0.352296
22.300000,0.993932,0.415553,2.006068,-0.415553,0.345369
22.399999,0.992849,0.411458,2.007151,-0.411458,0.338595
22.499999,0.991758,0.407413,2.008242,-0.407413,0.331970
22.599999,0.990660,0.403418,2.009340,-0.403418,0.325492
22.699999,0.989555,0.399473,2.010445,-0.399473,0.319157
22.799999,0.988443,0.395577,2.011557,-0.395577,0.312962
22.899999,0.987324,0.391730,2.012676,-0.391730,0.306905
22.999999,0.986199,0.387931,2.013801,-0.387931,0.300981
23.099999,0.985067,0.384180,2.014933,-0.384180,0.295189
23.199999,0.983930,0.380476,2.016070,-0.380476,0.289525
23.299999,0.982787,0.376820,2.017213,-0.376820,0.283986
23.399999,0.981638,0.373209,2.018362,-0.373209,0.278570
23.499999,0.980485,0.369645,2.019515,-0.369645,0.273275
23.599999,0.979326,0.366126,2.020674,-0.366126,0.268096
23.699999,0.978162,0.362651,2.021838,-0.362651,0.263032
23.799999,0.976994,0.359222,2.023006,-0.359222,0.258080
23.899999,0.975821,0.355836,2.024179,-0.355836,0.253238
23.999999,0.974644,0.352493,2.025356,-0.352493,0.248503
24.099999,0.973463,0.349194,2.026537,-0.349194,0.243873
24.199999,0.972278,0.345937,2.027722,-0.345937,0.239344
24.299999,0.971090,0.342721,2.028910,-0.342721,0.234916
24.399999,0.969898,0.339548,2.030102,-0.339548,0.230585
24.499999,0.968703,0.336415,2.031297,-0.336415,0.226350
24.599999,0.967505,0.333322,2.032495,-0.333322,0.222208
24.699999,0.966304,0.330270,2.033696,-0.330270,0.218156
24.799999,0.965100,0.327257,2.034900,-0.327257,0.214194
24.899999,0.963894,0.324283,2.036106,-0.324283,0.210319
24.999999,0.962685,0.321347,2.037315,-0.321347,0.206528
25.099999,0.961474,0.318450,2.038526,-0.318450,0.202821
25.199999,0.960261,0.315590,2.039739,-0.315590,0.199194
25.299999,0.959046,0.312767,2.040954,-0.312767,0.195646
25.399999,0.957829,0.309980,2.042171,-0.309980,0.192176
25.499999,0.956611,0.307230,2.043389,-0.307230,0.188781
25.599999,0.955391,0.304515,2.044609,-0.304515,0.185459
25.699999,0.954170,0.301836,2.045830,-0.301836,0.182210
25.799999,0.952948,0.299191,2.047052,-0.299191,0.179030
25.899999,0.951725,0.296580,2.048275,-0.296580,0.175920
25.999999,0.950501,0.294003,2.049499,-0.294003,0.172876
26.099999,0.949276,0.291460,2.050724,-0.291460,0.169897
26.199999,0.948051,0.288949,2.051949,-0.288949,0.166983
26.299999,0.946825,0.286471,2.053175,-0.286471,0.164131
26.399999,0.945598,0.284024,2.054402,-0.284024,0.161340
26.499999,0.944372,0.281610,2.055628,-0.281610,0.158608
26.599999,0.943145,0.279226,2.056855,-0.279226,0.155934
26.699999,0.941918,0.276873,2.058082,-0.276873,0.153317
26.799999,0.940692,0.274550,2.059308,-0.274550,0.150756
26.899999,0.939465,0.272257,2.060535,-0.272257,0.148248
26.999999,0.938239,0.269994,2.061761,-0.269994,0.145794
27.099999,0.937014,0.267760,2.062986,-0.267760,0.143391
27.199999,0.935789,0.265554,2.064211,-0.265554,0.141038
27.299999,0.934564,0.263376,2.065436,-0.263376,0.138734
27.399999,0.933341,0.261227,2.066659,-0.261227,0.136479
27.499999,0.932118,0.259104,2.067882,-0.259104,0.134270
27.599999,0.930896,0.257009,2.069104,-0.257009,0.132107
27.699999,0.929675,0.254940,2.070325,-0.254940,0.129989
27.799999,0.928455,0.252898,2.071545,-0.252898,0.127915
27.899999,0.927236,0.250882,2.072764,-0.250882,0.125883
27.999999,0.926019,0.248891,2.073981,-0.248891,0.123893
28.099999,0.924803,0.246925,2.075197,-0.246925,0.121944
28.199999,0.923589,0.244984,2.076411,-0.244984,0.120034
28.299999,0.922376,0.243068,2.077624,-0.243068,0.118164
28.399999,0.921164,0.241175,2.078836,-0.241175,0.116331
28.499999,0.919955,0.239307,2.080045,-0.239307,0.114535
28.599999,0.918747,0.237462,2.081253,-0.237462,0.112776
28.699999,0.917541,0.235639,2.082459,-0.235639,0.111052
28.799999,0.916336,0.233840,2.083664,-0.233840,0.109362
28.899999,0.915134,0.232063,2.084866,-0.232063,0.107707
28.999999,0.913934,0.230308,2.086066,-0.230308,0.106084
29.099999,0.912735,0.228575,2.087265,-0.228575,0.104493
29.199999,0.911539,0.226864,2.088461,-0.226864,0.102934
29.299999,0.910346,0.225173,2.089654,-0.225173,0.101406
29.399999,0.909154,0.223503,2.090846,-0.223503,0.099908
29.499999,0.907965,0.221854,2.092035,-0.221854,0.098439
29.599999,0.906778,0.220225,2.093222,-0.220225,0.096999
29.699999,0.905593,0.218617,2.094407,-0.218617,0.095586
29.799999,0.904411,0.217027,2.095589,-0.217027,0.094202
29.899999,0.903232,0.215457,2.096768,-0.215457,0.092844
29.999999,0.902055,0.213907,2.097945,-0.213907,0.091512
30.099999,0.900881,0.212375,2.099119,-0.212375,0.090206
30.199999,0.899709,0.210861,2.100291,-0.210861,0.088925
30.299999,0.898540,0.209366,2.101460,-0.209366,0.087668
30.399999,0.897374,0.207889,2.102626,-0.207889,0.086436
30.499999,0.896211,0.206430,2.103789,-0.206430,0.085226
30.599999,0.895050,0.204988,2.104950,-0.204988,0.084040
30.699999,0.893893,0.203563,2.106107,-0.203563,0.082876
30.799999,0.892738,0.202155,2.107262,-0.202155,0.081733
30.899999,0.891586,0.200764,2.108414,-0.200764,0.080613
30.999999,0.890437,0.199390,2.109563,-0.199390,0.079513
31.099999,0.889292,0.198032,2.110708,-0.198032,0.078433
31.199999,0.888149,0.196689,2.111851,-0.196689,0.077373
31.299999,0.887009,0.195363,2.112991,-0.195363,0.076333
31.399999,0.885873,0.194052,2.114127,-0.194052,0.075312
31.499999,0.884739,0.192757,2.115261,-0.192757,0.074310
31.599999,0.883609,0.191476,2.116391,-0.191476,0.073326
31.699999,0.882482,0.190211,2.117518,-0.190211,0.072360
31.799999,0.881358,0.188960,2.118642,-0.188960,0.071412
31.899999,0.880237,0.187724,2.119763,-0.187724,0.070480
31.999999,0.879120,0.186502,2.120880,-0.186502,0.069566
32.099999,0.878006,0.185294,2.121994,-0.185294,0.068667
32.199999,0.876895,0.184099,2.123105,-0.184099,0.067785
32.299999,0.875787,0.182919,2.124213,-0.182919,0.066919
32.399999,0.874683,0.181752,2.125317,-0.181752,0.066068
32.499999,0.873582,0.180598,2.126418,-0.180598,0.065231
32.599999,0.872485,0.179458,2.127515,-0.179458,0.064410
32.699999,0.871391,0.178330,2.128609,-0.178330,0.063603
32.799999,0.870300,0.177215,2.129700,-0.177215,0.062810
32.899999,0.869213,0.176112,2.130787,-0.176112,0.062031
32.999999,0.868129,0.175022,2.131871,-0.175022,0.061265
33.099999,0.867048,0.173944,2.132952,-0.173944,0.060513
